,time,range,elevation,azimuth,radial_velocity,range_uncertainty,elevation_uncertainty,azimuth_uncertainty,radial_velocity_uncertainty
1,1736300140.6902277,106869.34926691765,6.736978429549078,349.4162987357966,-339.6686006631767,330.467781198869,0.020760490202277968,1.0735064336542839,1.0436846770718913
2,1736300143.899129,109782.96453744247,8.953220018648912,349.2598511844153,-251.45370568686747,158.45633146522735,0.012915051712507787,0.503752842712877,0.36213278256348747
3,1736300145.280682,107058.05485892465,6.632313382925648,348.7048513158213,-298.4891123245434,340.7440227005323,0.021164313027346924,1.1075975340164743,0.9497411583390301
4,1736300147.087139,112333.378144276,10.884712192218474,349.21168219414653,-192.47084137885938,96.76404718755903,0.00937792896678824,0.30121201791204916,0.165508723876966
5,1736300147.4721942,106614.08532464415,6.89369761504871,349.33015588741466,-314.5022461010044,310.8534281484195,0.02002852760313834,1.0139370326391763,0.9134764517514747
6,1736300148.4865153,109916.83890395409,8.866621679476816,349.5560229328651,-214.77747892809958,163.63560160395784,0.013176556560329424,0.5207011816241616,0.31984125116532647
7,1736300150.289677,115001.93478158941,12.657327781976106,350.70855441407645,-146.03309682879967,66.94307479615011,0.007367156261709273,0.20403760625643627,0.08490557358949306
8,1736300150.6683679,109412.68953897711,9.16966115681669,348.81839900237287,-228.3417384769884,148.0949968949779,0.01242341394928073,0.47325900226088563,0.3089764322091017
9,1736300151.6821778,112463.29189266142,10.762025233611997,350.2931925204776,-157.69423716037554,100.105896734644,0.009577898388078496,0.3120000987942715,0.14028493908745257
10,1736300151.7151487,107724.34751931876,6.659168244162826,348.45440401725483,-276.9259990345776,346.8943234225137,0.02140399231238108,1.1279732810281045,0.8984749846948008
11,1736300153.4859414,117603.20506594735,14.290115459555086,351.11143450656294,-105.55225064620521,50.06185998440584,0.006076044516086722,0.14937785308854,0.0448858999617575
12,1736300153.881426,111740.01159069507,11.17789317506244,349.78826213345684,-169.44771236101707,89.87848292906754,0.008993316836139187,0.2814691393947158,0.13622632465835705
13,1736300154.885378,114966.67934305832,12.484494545610186,350.6450703580277,-111.99209864809666,69.37448421058151,0.00753230534095575,0.21177975989550663,0.06755263195514208
14,1736300154.9118743,109890.51206025903,8.777204600901884,348.87066752094614,-195.68540469645671,166.73717755494093,0.013331751426413315,0.53083357006608,0.2966930271032818
15,1736300156.6971238,120410.86794245182,15.786192515408,351.7300855144558,-68.9077274369516,39.54149113509703,0.0051843922177829665,0.11549255114761772,0.022640119686998684
16,1736300157.071092,114338.84265794646,13.016793218289301,350.78456734989726,-122.210310894281,61.82797334983324,0.007044453006375096,0.18971392902893236,0.0661431222248172
17,1736300157.4922042,107061.3464093945,6.622567545263536,347.5561278726996,-289.25331422039113,344.71066424340285,0.02131718818987537,1.1205357982217115,0.9275052132666051
18,1736300158.0793083,117561.27081080103,14.07524023339784,351.5731589209432,-72.20544031880571,51.95861348387036,0.006218291065125658,0.15533361038653828,0.03188984106814735
19,1736300158.1089144,112464.50480079066,10.665354476437928,350.9654132556957,-139.14022416680106,102.10930208851057,0.009696626919280195,0.31845534292549404,0.12643624263282238
20,1736300159.0589066,107776.37544866152,6.451727744949271,348.7520852699872,-337.31512679350965,368.6664255129408,0.02217146072054329,1.1923046036556868,1.1461454644634763
21,1736300159.8912506,123170.2405705205,17.17382626247626,352.11467583033516,-35.61694123212892,32.54331425352907,0.00453787804719771,0.09304283868064876,0.009415564478461768
22,1736300160.2722666,116847.29572224106,14.715638311658342,351.10777297012385,-80.76911165183222,46.00529870926121,0.005794669968555647,0.1382726368873867,0.03179307709862739
23,1736300160.6976616,109868.99866549115,8.81910960599761,349.3684988373428,-205.78853207320827,165.65543769498447,0.01327623689309433,0.5271730321717429,0.3095905264067238
24,1736300161.2901435,120290.13768617655,15.540837061909755,351.99731323347714,-36.138366900475916,41.09082898173388,0.005310141270494981,0.1202880394746958,0.012338299266449167
25,1736300161.3131099,114932.04230962704,12.393601253791019,351.0990120379807,-94.10447062706403,70.83406242465722,0.007630438862044735,0.21641814623972408,0.05799413550366586
26,1736300162.2622876,110607.20925540093,8.580700310682813,350.2793565550216,-248.25079526724818,178.42073574494557,0.013851806704847104,0.5641429240347924,0.40045964659956085
27,1736300163.0997908,125995.1439917233,18.467414955629142,352.73076490876576,-5.389056653338233,27.655734763155614,0.004051718323190669,0.07740564715400718,0.00118304130837622
28,1736300163.4821622,119452.17847687492,16.29154389659323,351.5685130021756,-43.031282004329626,36.18013330636943,0.004933015617511432,0.10649294592281011,0.013030478104123501
29,1736300163.8576934,107644.08332604292,6.400085481282436,349.71378776225635,-296.38786589309115,379.359502742602,0.022578778969685652,1.2279677359980676,1.0419464007353296
30,1736300163.9046965,112531.92611587555,10.699812110985185,350.4382220821226,-148.39521039897724,101.41892147584218,0.009654497826560918,0.31613815684846147,0.13405820212234226
31,1736300164.49003,123066.3761973361,16.914798144964134,352.82626522728066,-3.263668751449156,33.85368785078113,0.0046512314399047355,0.09703944584238676,0.0008979174935856414
32,1736300164.5095575,117641.21892835753,13.954993655889101,351.90019806060565,-54.7465391847124,53.0989555512789,0.006302906427637434,0.15890689059895477,0.02470523111873181
33,1736300165.4687192,113280.6819560976,10.410764982178435,350.2039557361059,-190.58534857204597,109.9733825943485,0.010106418152012107,0.3402371939221575,0.1849947088128909
34,1736300166.3026056,128857.56863699343,19.643565404104496,353.1226978255661,22.03499793873554,24.110846931203863,0.003675585587551727,0.06607714746182466,0.0041222626423675374
35,1736300166.680327,122122.96866217718,17.749432538367955,352.2751801877555,-8.713746842125259,29.66420504479334,0.004309161798975354,0.08550126122398805,0.0021147446634990005
36,1736300167.059182,110634.63020942747,8.492487879792504,350.6508072597752,-213.30042700129582,183.8008141773395,0.014114418167401077,0.581869160506887,0.35344820510960545
37,1736300167.0899355,114931.63144580061,12.433676874199369,351.5455973907353,-103.4346602621074,70.33557669837712,0.007595819080956682,0.21476044880310838,0.06320209702573873
38,1736300167.6742556,125885.81771258145,18.167456945855744,353.28425946697814,26.620568772135645,28.795588650807908,0.004155553457152844,0.0808304271790454,0.00609124637957587
39,1736300167.7138333,120349.97143867303,15.407955700443244,352.3138108239809,-18.958158926148304,42.023653921809306,0.005385027586575217,0.12316924171697538,0.006621747694296189
