,time,range,elevation,azimuth,radial_velocity,range_uncertainty,elevation_uncertainty,azimuth_uncertainty,radial_velocity_uncertainty
1,1736300049.651154,29446.65066486114,6.0773863646122095,208.16220195505022,442.0047124476761,199.98078477215248,0.04129579943113561,1.4180600885693246,2.9857026975336263
2,1736300051.7479362,28200.50610547122,11.615129199375318,208.4063773192716,735.7135670244376,34.28647978029989,0.014118426878825327,0.2537585886418765,0.8958908566825428
3,1736300053.8517685,26942.38183373403,19.3953692848039,208.21362119694854,1052.9280828983797,8.675157225435955,0.006246800751633144,0.06702447333565655,0.3390216976393857
4,1736300054.0908968,29504.448690635734,5.958582231316821,209.2295300237137,375.8448013784082,211.15287587915466,0.0428501614222703,1.5015532466705361,2.7407280240135488
5,1736300055.9547384,26241.28438157513,27.254603290702075,207.62429105802133,1084.7260154505507,3.54549531139542,0.003681574535082361,0.028049889087650808,0.14656659426066407
6,1736300056.1956785,27939.919201406425,11.387579319184649,207.86596685012196,656.4728832000519,35.71284207044418,0.014548903409803792,0.2658158828454869,0.8370423044677623
7,1736300057.7270079,29280.48803216813,5.74705469683136,208.12241991696206,347.68367064219547,225.17968054965527,0.044774901655928165,1.6099992357627662,2.6667508374815214
8,1736300058.0417483,26032.714545196217,34.47011137498681,207.02828278472074,1117.2045588094309,1.9354014753766693,0.0025626622093953516,0.015393485087566694,0.08306387504322875
9,1736300058.2953732,26565.08060891013,19.12068718093808,207.44717259716415,961.5464619171305,8.882470385001078,0.006390479184085174,0.06929802826100545,0.321515360377696
10,1736300059.8275359,27661.2301882783,11.12481295868445,208.24292234225913,603.9719182631933,37.425188262791636,0.01506821090710501,0.281577072349412,0.818256615949617
11,1736300060.1542614,26185.038528579447,41.161752287733776,206.42609744099894,1146.7216817476499,1.2419117731389457,0.0019521545970745005,0.009789981229401704,0.05438550269100108
12,1736300060.3903444,25736.93896029298,26.962611499084936,206.4448973269637,1008.1654795655742,3.572639123771082,0.0037425519115977957,0.02865197402479269,0.1399235433193385
13,1736300061.5009727,29688.172309944406,6.010741330124049,208.02774332997754,381.821795192915,212.07216879228503,0.04298159935932351,1.5091906723042103,2.7613705018074004
14,1736300061.9162173,26119.96432072421,18.824212592415225,207.58541088546485,902.7847896254672,9.098853028592597,0.006554300149783541,0.07233305594793646,0.3147161462009537
15,1736300062.2457097,26633.959403383156,47.363483116647835,205.69073042622173,1171.5695864566708,0.8857392466210412,0.0015752090067879443,0.006841189443283203,0.03896430751106983
16,1736300062.4866033,25400.43460411437,34.213747705045755,205.46163524142284,1049.6129164593078,1.9237991892303048,0.0025915744446189317,0.015557951896951645,0.07949225995088581
17,1736300063.602651,27939.29820536133,11.370101677686224,208.31023122149065,654.6178196483273,35.80685160172041,0.014581320749973333,0.2668999667772436,0.8415557054987712
18,1736300064.0339055,25104.12565082839,26.67477458924371,206.81907736504346,956.4603448204936,3.5796755347613405,0.003804452143658155,0.02949605132072342,0.13640594619263782
19,1736300064.3534133,27322.802442878365,53.09055790264334,204.8504226805932,1191.0888540586823,0.6811127101036035,0.001323450394722095,0.005106456628305232,0.029689966021085205
20,1736300064.5996,25438.297470529982,40.978557761959735,204.3176544411152,1085.748653377676,1.2202052192871915,0.0019655958122685607,0.009800707475164164,0.05207771515850421
21,1736300065.7113848,26534.82647836236,19.107646902443065,207.4653462356809,962.529594079447,8.885134789340484,0.0063982920768532545,0.06949296724676475,0.3225029927010807
22,1736300065.76328,29262.37785281515,5.93123792052142,207.67059836347153,374.0250437350878,213.34511112886798,0.04315750291411759,1.5189369002519157,2.7484769550661343
23,1736300066.1255393,24604.379213584572,34.029322882366266,205.9845952386972,1002.6179810996083,1.8900598292160498,0.002614002816049985,0.01582281948741409,0.0770107535149419
24,1736300066.448575,28221.574699763358,58.36148542354004,203.83313313869147,1204.7404479350728,0.5541587433446583,0.001145899301107649,0.004002250320807137,0.023656119410933985
25,1736300066.689505,25772.363603851154,47.26186894126188,203.05024595084376,1115.5545109497734,0.8618528952897351,0.0015803839838138378,0.006789563707191306,0.0373023396135234
26,1736300067.8061056,25679.246250328575,26.954070272373233,206.64865340920974,1008.7405414419964,3.5654377488006435,0.0037435151956985153,0.02869829411689919,0.1400728693680523
27,1736300067.8693862,27901.32976344738,11.365673123557517,208.5639925679245,651.9555042669125,35.964262793403414,0.014629147790821799,0.2683143553123099,0.8383932616504699
28,1736300068.2333088,24492.228686224913,40.93060661286177,204.97508501242805,1041.532570473354,1.1780152600809082,0.00196889682194207,0.009860553729745274,0.050096963797641315
29,1736300068.5461648,29298.802874396686,63.18265236650471,202.57402508936693,1212.6955377575393,0.47095567334745037,0.001015580780275805,0.003256165784110905,0.019492665569579935
30,1736300068.7849674,26359.155428809358,53.074705100064364,201.53898048488298,1138.997124668573,0.6575552000891636,0.0013240355279061284,0.005027511775874522,0.028413371840031825
31,1736300069.9091763,25322.590521491155,34.233208377689195,205.76501855426645,1049.9457727578224,1.9158868252340842,0.0025899694393668915,0.015566953540129514,0.07943943006220446
32,1736300069.9682186,26495.748133651017,19.074329066899246,207.48511874107675,956.0100874504918,8.90581529392522,0.006413620397415346,0.06976357368741644,0.3214841234748579
33,1736300070.3271718,24685.880878754575,47.39884041920582,203.84880082634623,1073.1380996972525,0.8193541886586926,0.001573306260290991,0.006766382525088589,0.03561857268665522
34,1736300070.5285451,29345.93886464276,6.173672755516273,210.01738185779354,464.38356696782165,193.98043412190435,0.04043553262493294,1.3718141938381994,3.058740698155035
35,1736300070.6513102,30525.60536857201,67.57450538742872,200.9795887101618,1214.7899840774892,0.41422627208039386,0.0009169742715162059,0.002727214450406565,0.016484593634038397
36,1736300070.9000216,27155.70735303505,58.4227358648597,199.70944669124967,1156.1815254533794,0.5317425370049285,0.0011439878786419166,0.003910588882086993,0.02263876560946341
37,1736300072.0017915,25345.5502977588,41.01272259438904,204.7364715161912,1085.780808342448,1.2128643760893558,0.0019627831468613365,0.009797638947402156,0.05196039158297547
38,1736300072.0685608,25619.80250445452,26.928815278351696,206.6131155278336,1002.7529917531706,3.566690042072331,0.003749517338510661,0.028772503494891015,0.1396239214979723
39,1736300072.41468,25136.930977834534,53.42384562883088,202.4957921943861,1097.519903104508,0.6168523192041762,0.001310957436754452,0.004969030790774727,0.026932084472054568
40,1736300072.6354268,28328.219478623825,11.710333808371615,208.91714869694144,772.0824358913727,33.57496023881684,0.013889323102620667,0.2471779657884939,0.9150732496821132
41,1736300073.00101,28132.996931079975,63.30912566846156,197.4459609184416,1167.2482298676807,0.4499330032236377,0.0010124887293651295,0.00315784244390683,0.018668015333918805
42,1736300074.1041918,25668.090048388996,47.32955181776127,203.5569967803877,1115.3267658869538,0.8551873026079965,0.0015769287954068793,0.0067824233053067175,0.03716213071028773
