,time,range,elevation,azimuth,radial_velocity,range_uncertainty,elevation_uncertainty,azimuth_uncertainty,radial_velocity_uncertainty
1,1736300141.4897935,126249.08402068219,6.108845171489735,200.75036261119797,839.3706934492982,507.2729237699705,0.024559493399534296,0.8052773402487686,3.3724087904466886
2,1736300144.882669,124818.86876778302,8.384099172078502,200.81809371628253,803.9025803206274,214.26483106852683,0.014409154608800724,0.3444714925612285,1.384090110873113
3,1736300146.0882971,125563.6782344659,6.024101386508756,201.08900814709085,786.9963783776543,518.7810255231157,0.02494639352741064,0.8246705056940397,3.2567335628122094
4,1736300148.283545,123266.30529429643,10.563494991427808,200.2330029721853,803.5562633023696,115.60244658588235,0.009888167974809738,0.18788581788589942,0.7532417159333995
5,1736300148.284408,127077.97103693362,6.20104460266505,200.2750352980157,850.3559056125569,492.1960004815403,0.024036588012709695,0.7779155990417607,3.311924641158578
6,1736300149.4848022,124458.93572825444,8.311316167158141,200.26306911208454,756.9168099973375,218.88003099512838,0.014629935520435273,0.3525374699916537,1.336728026459678
7,1736300151.6847994,125379.36055390468,8.466565560613052,200.29267686715377,820.06273971476,208.38025231876367,0.014115073018612643,0.3330232124699512,1.36474088058493
8,1736300151.708094,122211.7965993925,12.670943751309773,200.42958271946293,814.7689921558706,70.91341906174084,0.007357318484606561,0.11636733297930438,0.47298883798667335
9,1736300152.5122097,126523.27687891704,6.044166935918185,200.03924069743329,767.5406087613644,525.896405895087,0.02518164023021382,0.8365869546171155,3.195276487614716
10,1736300152.8861833,122968.11134163657,10.465400534023635,200.00158050007323,757.8340869534884,118.02305787684867,0.010039642158977841,0.19226007807158996,0.7278519798457828
11,1736300155.0782928,124097.54552633951,10.68703633319032,200.18225850586538,821.5058716819285,112.60677196723438,0.009689470959608922,0.18165380989584506,0.7447460988039
12,1736300155.0956442,121118.76080279918,14.772544107636302,200.28106238526584,828.0253382676683,47.193088972934625,0.005759035067744043,0.07810701933608101,0.3227860746227537
13,1736300155.906725,124524.0770900468,8.270837546944662,200.41061331787765,732.5814065039033,221.76852888535754,0.014765075274000655,0.3575369960399397,1.3116009217783715
14,1736300156.2760823,121701.226407801,12.551086665921293,199.88648429702823,768.8211665131552,72.35401161550543,0.007470261606989752,0.11905914475245839,0.4574819431540746
15,1736300158.293823,126056.45142811562,6.028744095295524,201.26080595995154,777.6188765111025,523.0799245369823,0.02508926795902346,0.8319488010700019,3.2265055647436154
16,1736300158.476678,123105.30163774232,12.83683716931575,200.26905627315307,832.9357932532969,69.19247654237243,0.007211691083284098,0.11252266470443688,0.4684948051872425
17,1736300158.4948533,120113.0168982703,16.856246097772523,200.29406466959497,839.4649193979199,33.29864486881111,0.004673177387850051,0.05552755187293075,0.23265803230150384
18,1736300159.307318,122503.53571642475,10.38505042380081,200.01247173981687,733.6807540519981,119.55778198090697,0.010133009471948493,0.1949962013943367,0.7143983648612197
19,1736300159.674691,120364.90380130013,14.630063516328068,199.93411973822518,782.7131839536461,48.107313537698346,0.0058467477456735865,0.07987872053119494,0.31260726194827826
20,1736300159.8669295,125227.47654099816,5.947575356731086,201.85671439755689,778.3753728477373,541.256014759664,0.02569664294547738,0.8648820863442914,3.362184293075403
